Data as of,Start week,End Week,Group,State,Indicator,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
11/02/2020,09/05/2020,09/05/2020,By week,Arkansas,Week-ending,87,708,1.26,76,42,0,121,
11/02/2020,09/12/2020,09/12/2020,By week,Arkansas,Week-ending,99,715,1.16,84,48,0,135,
11/02/2020,09/19/2020,09/19/2020,By week,Arkansas,Week-ending,78,724,1.23,74,34,0,118,
11/02/2020,09/26/2020,09/26/2020,By week,Arkansas,Week-ending,92,731,1.24,81,46,,127,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/03/2020,10/03/2020,By week,Arkansas,Week-ending,109,757,1.35,89,51,0,147,
11/02/2020,10/10/2020,10/10/2020,By week,Arkansas,Week-ending,126,734,1.3,98,72,0,152,
11/02/2020,10/17/2020,10/17/2020,By week,Arkansas,Week-ending,116,665,1.14,85,52,,150,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/24/2020,10/24/2020,By week,Arkansas,Week-ending,67,475,0.76,64,37,0,94,
11/02/2020,10/31/2020,10/31/2020,By week,Arkansas,Week-ending,,88,0.15,,,0,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/01/2020,02/01/2020,By week,California,Week-ending,0,"5,684",0.98,427,0,60,487,
11/02/2020,02/08/2020,02/08/2020,By week,California,Week-ending,,"5,911",1.05,450,0,68,519,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/15/2020,02/15/2020,By week,California,Week-ending,0,"5,584",0.99,428,0,78,506,
11/02/2020,02/22/2020,02/22/2020,By week,California,Week-ending,,"5,795",1.03,462,0,72,535,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/29/2020,02/29/2020,By week,California,Week-ending,0,"5,679",0.99,434,0,71,505,
11/02/2020,03/07/2020,03/07/2020,By week,California,Week-ending,,"5,731",1.01,481,0,56,539,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/14/2020,03/14/2020,By week,California,Week-ending,,"5,460",0.98,426,,54,485,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/21/2020,03/21/2020,By week,California,Week-ending,44,"5,678",1.05,482,19,43,550,
11/02/2020,03/28/2020,03/28/2020,By week,California,Week-ending,131,"5,686",1.06,580,70,28,669,
11/02/2020,04/04/2020,04/04/2020,By week,California,Week-ending,289,"5,978",1.12,630,158,24,785,
11/02/2020,04/11/2020,04/11/2020,By week,California,Week-ending,381,"6,046",1.18,646,222,,810,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/18/2020,04/18/2020,By week,California,Week-ending,534,"6,127",1.2,738,325,,954,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/25/2020,04/25/2020,By week,California,Week-ending,527,"5,934",1.15,678,295,,913,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/02/2020,05/02/2020,By week,California,Week-ending,544,"5,736",1.13,626,294,0,876,
11/02/2020,05/09/2020,05/09/2020,By week,California,Week-ending,550,"5,664",1.14,624,297,,877,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/16/2020,05/16/2020,By week,California,Week-ending,500,"5,680",1.15,573,270,,804,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/23/2020,05/23/2020,By week,California,Week-ending,486,"5,525",1.12,561,268,,782,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/30/2020,05/30/2020,By week,California,Week-ending,462,"5,585",1.13,573,261,,775,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/06/2020,06/06/2020,By week,California,Week-ending,445,"5,509",1.1,532,251,,727,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/13/2020,06/13/2020,By week,California,Week-ending,444,"5,554",1.12,532,241,,736,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/20/2020,06/20/2020,By week,California,Week-ending,454,"5,475",1.1,505,225,,735,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/27/2020,06/27/2020,By week,California,Week-ending,490,"5,684",1.18,558,262,,787,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/04/2020,07/04/2020,By week,California,Week-ending,630,"5,882",1.21,608,345,0,893,
11/02/2020,07/11/2020,07/11/2020,By week,California,Week-ending,731,"6,018",1.24,716,393,0,"1,054",
11/02/2020,07/18/2020,07/18/2020,By week,California,Week-ending,879,"6,210",1.31,755,475,0,"1,159",
11/02/2020,07/25/2020,07/25/2020,By week,California,Week-ending,996,"6,224",1.3,868,560,,"1,304",One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,08/01/2020,08/01/2020,By week,California,Week-ending,"1,000","6,312",1.34,871,568,0,"1,303",
11/02/2020,08/08/2020,08/08/2020,By week,California,Week-ending,984,"6,276",1.32,848,574,0,"1,258",
11/02/2020,08/15/2020,08/15/2020,By week,California,Week-ending,869,"6,259",1.33,806,503,0,"1,172",
11/02/2020,08/22/2020,08/22/2020,By week,California,Week-ending,818,"6,444",1.38,725,465,0,"1,078",
11/02/2020,08/29/2020,08/29/2020,By week,California,Week-ending,719,"5,835",1.21,661,403,,978,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,09/05/2020,09/05/2020,By week,California,Week-ending,599,"5,734",1.19,628,350,0,877,
11/02/2020,09/12/2020,09/12/2020,By week,California,Week-ending,517,"5,824",1.23,581,293,0,805,
11/02/2020,09/19/2020,09/19/2020,By week,California,Week-ending,468,"5,679",1.18,503,263,0,708,
11/02/2020,09/26/2020,09/26/2020,By week,California,Week-ending,439,"5,473",1.12,525,258,0,706,
11/02/2020,10/03/2020,10/03/2020,By week,California,Week-ending,324,"5,510",1.14,460,182,0,602,
11/02/2020,10/10/2020,10/10/2020,By week,California,Week-ending,350,"5,267",1.08,483,211,,623,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,10/17/2020,10/17/2020,By week,California,Week-ending,217,"4,817",0.97,370,124,0,463,
11/02/2020,10/24/2020,10/24/2020,By week,California,Week-ending,91,"2,903",0.58,198,62,0,227,
11/02/2020,10/31/2020,10/31/2020,By week,California,Week-ending,,544,0.11,26,,0,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/01/2020,02/01/2020,By week,Colorado,Week-ending,0,792,0.98,46,0,,52,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/08/2020,02/08/2020,By week,Colorado,Week-ending,0,846,1.04,50,0,11,61,
11/02/2020,02/15/2020,02/15/2020,By week,Colorado,Week-ending,0,807,0.98,49,0,,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/22/2020,02/22/2020,By week,Colorado,Week-ending,0,880,1.09,45,0,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/29/2020,02/29/2020,By week,Colorado,Week-ending,,842,1.08,57,0,16,74,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/07/2020,03/07/2020,By week,Colorado,Week-ending,0,821,1.01,51,0,10,61,
11/02/2020,03/14/2020,03/14/2020,By week,Colorado,Week-ending,,822,1.02,37,0,11,50,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/21/2020,03/21/2020,By week,Colorado,Week-ending,16,890,1.11,70,,11,88,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/28/2020,03/28/2020,By week,Colorado,Week-ending,46,860,1.13,91,27,,117,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/04/2020,04/04/2020,By week,Colorado,Week-ending,130,967,1.26,159,86,,208,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/11/2020,04/11/2020,By week,Colorado,Week-ending,214,"1,096",1.39,190,123,,283,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/18/2020,04/18/2020,By week,Colorado,Week-ending,218,"1,105",1.43,161,118,0,261,
11/02/2020,04/25/2020,04/25/2020,By week,Colorado,Week-ending,224,"1,066",1.45,163,111,,276,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/02/2020,05/02/2020,By week,Colorado,Week-ending,188,997,1.35,138,89,0,237,
11/02/2020,05/09/2020,05/09/2020,By week,Colorado,Week-ending,139,905,1.21,109,65,0,183,
11/02/2020,05/16/2020,05/16/2020,By week,Colorado,Week-ending,97,883,1.23,88,45,0,140,
11/02/2020,05/23/2020,05/23/2020,By week,Colorado,Week-ending,93,847,1.13,64,28,0,129,
11/02/2020,05/30/2020,05/30/2020,By week,Colorado,Week-ending,75,833,1.17,66,39,0,102,
11/02/2020,06/06/2020,06/06/2020,By week,Colorado,Week-ending,63,820,1.13,57,32,0,88,
11/02/2020,06/13/2020,06/13/2020,By week,Colorado,Week-ending,59,812,1.14,62,34,0,87,
11/02/2020,06/20/2020,06/20/2020,By week,Colorado,Week-ending,38,859,1.2,59,19,0,78,
11/02/2020,06/27/2020,06/27/2020,By week,Colorado,Week-ending,22,876,1.27,44,,0,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/04/2020,07/04/2020,By week,Colorado,Week-ending,25,785,1.09,41,14,0,52,
11/02/2020,07/11/2020,07/11/2020,By week,Colorado,Week-ending,29,815,1.18,40,11,0,58,
11/02/2020,07/18/2020,07/18/2020,By week,Colorado,Week-ending,43,808,1.18,56,22,0,77,
11/02/2020,07/25/2020,07/25/2020,By week,Colorado,Week-ending,33,832,1.2,60,24,0,69,
11/02/2020,08/01/2020,08/01/2020,By week,Colorado,Week-ending,36,810,1.14,50,18,0,68,
11/02/2020,08/08/2020,08/08/2020,By week,Colorado,Week-ending,39,840,1.2,50,20,0,69,
11/02/2020,08/15/2020,08/15/2020,By week,Colorado,Week-ending,28,830,1.18,41,18,0,51,
11/02/2020,08/22/2020,08/22/2020,By week,Colorado,Week-ending,19,859,1.19,40,12,0,47,
11/02/2020,08/29/2020,08/29/2020,By week,Colorado,Week-ending,29,815,1.15,40,,0,60,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,09/05/2020,09/05/2020,By week,Colorado,Week-ending,20,739,1.01,24,,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,09/12/2020,09/12/2020,By week,Colorado,Week-ending,33,843,1.15,53,13,0,73,
11/02/2020,09/19/2020,09/19/2020,By week,Colorado,Week-ending,21,800,1.1,33,,0,46,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,09/26/2020,09/26/2020,By week,Colorado,Week-ending,24,830,1.17,49,11,0,62,
11/02/2020,10/03/2020,10/03/2020,By week,Colorado,Week-ending,33,767,1.03,47,13,0,67,
11/02/2020,10/10/2020,10/10/2020,By week,Colorado,Week-ending,38,769,1.02,45,17,0,66,
11/02/2020,10/17/2020,10/17/2020,By week,Colorado,Week-ending,30,771,1.03,52,16,0,66,
11/02/2020,10/24/2020,10/24/2020,By week,Colorado,Week-ending,20,466,0.6,31,10,0,41,
11/02/2020,10/31/2020,10/31/2020,By week,Colorado,Week-ending,,98,0.13,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/01/2020,02/01/2020,By week,Connecticut,Week-ending,0,680,1.03,41,0,12,53,
11/02/2020,02/08/2020,02/08/2020,By week,Connecticut,Week-ending,0,647,0.93,38,0,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,02/15/2020,02/15/2020,By week,Connecticut,Week-ending,0,632,0.95,34,0,13,47,
11/02/2020,02/22/2020,02/22/2020,By week,Connecticut,Week-ending,0,647,0.97,35,0,11,46,
11/02/2020,02/29/2020,02/29/2020,By week,Connecticut,Week-ending,0,632,1,59,0,,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/07/2020,03/07/2020,By week,Connecticut,Week-ending,0,621,0.98,39,0,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/14/2020,03/14/2020,By week,Connecticut,Week-ending,0,626,1,36,0,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/21/2020,03/21/2020,By week,Connecticut,Week-ending,11,660,1.03,44,,,55,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,03/28/2020,03/28/2020,By week,Connecticut,Week-ending,48,736,1.16,49,13,,87,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/04/2020,04/04/2020,By week,Connecticut,Week-ending,207,876,1.35,90,34,,264,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/11/2020,04/11/2020,By week,Connecticut,Week-ending,510,"1,250",1.93,162,119,,555,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/18/2020,04/18/2020,By week,Connecticut,Week-ending,675,"1,377",2.32,164,128,,713,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,04/25/2020,04/25/2020,By week,Connecticut,Week-ending,673,"1,330",2.12,186,147,0,712,
11/02/2020,05/02/2020,05/02/2020,By week,Connecticut,Week-ending,569,"1,162",2,170,131,0,608,
11/02/2020,05/09/2020,05/09/2020,By week,Connecticut,Week-ending,464,"1,048",1.82,153,118,0,499,
11/02/2020,05/16/2020,05/16/2020,By week,Connecticut,Week-ending,382,943,1.69,113,87,0,408,
11/02/2020,05/23/2020,05/23/2020,By week,Connecticut,Week-ending,283,813,1.4,90,58,,315,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,05/30/2020,05/30/2020,By week,Connecticut,Week-ending,209,749,1.34,68,44,0,233,
11/02/2020,06/06/2020,06/06/2020,By week,Connecticut,Week-ending,117,659,1.09,49,19,0,147,
11/02/2020,06/13/2020,06/13/2020,By week,Connecticut,Week-ending,86,627,1.13,33,17,0,102,
11/02/2020,06/20/2020,06/20/2020,By week,Connecticut,Week-ending,44,571,1.02,30,,0,67,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,06/27/2020,06/27/2020,By week,Connecticut,Week-ending,44,590,1.04,39,15,0,68,
11/02/2020,07/04/2020,07/04/2020,By week,Connecticut,Week-ending,23,543,0.93,23,,0,45,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/11/2020,07/11/2020,By week,Connecticut,Week-ending,25,602,1.05,28,,0,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/18/2020,07/18/2020,By week,Connecticut,Week-ending,17,557,0.98,25,,0,39,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
11/02/2020,07/25/2020,07/25/2020,By week,Connecticut,Week-ending,14,576,1.03,17,,0,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
